ctype,quotedate,0.0833YR,0.25YR,0.5YR,1.0YR,2.0YR,3.0YR,5.0YR,7.0YR,10.0YR,20.0YR,30.0YR,Max,Min
pwcf,19290629.0,4.624085503603435,4.62408550360349,4.749071822376294,4.791640635857049,4.711113532472937,4.658138648560255,4.537060803326922,4.333052839923701,4.102270740982124,3.954546704866871,4.3481425182685,4.791640635857049,3.954546704866871
pwcf,19290731.0,5.126336832243507,4.957689785804518,4.84814356658574,4.812324115527922,4.660547081888995,4.576099552314364,4.443296106797636,4.272747775688854,4.087132502534208,3.949341985049284,4.176274684282701,5.126336832243507,3.949341985049284
pwcf,19290830.0,4.70424222235585,4.704242222355766,4.704242222355803,4.704242222355788,4.592058620728194,4.525795757848701,4.410704115675801,4.248834818077858,4.07021035328513,3.9239304598924303,4.103461500877518,4.70424222235585,3.9239304598924303
pwcf,19290930.0,4.906128917683642,4.906128917683587,4.906128917683638,4.755019193285927,4.634788094988678,4.583252324315132,4.486570167300846,4.331803057806551,4.157941089267272,4.00694216251351,4.156020136871544,4.906128917683642,4.00694216251351
pwcf,19291031.0,4.128248727770288,4.12824872777037,4.128248727770399,4.155398237531815,4.1768012173332485,4.185969001067383,4.143500524536353,4.011975078547401,3.8552973185700905,3.776578408087852,4.095227578056539,4.185969001067383,3.776578408087852
pwcf,19291127.0,3.329571304723045,3.329571304723068,3.3295713047230917,3.5169289092826377,3.6683792555560433,3.7338659028539896,3.756080340340081,3.683222409373799,3.586107763670664,3.4237661394077428,3.2470317569785334,3.756080340340081,3.2470317569785334
pwcf,19291231.0,2.9615529050636296,2.970662813295453,3.3787122260678024,3.5140693954062265,3.6208109834212383,3.666544621380853,3.6831592713448567,3.636329166255123,3.573555813218597,3.4760939109942006,3.344197527582985,3.6831592713448567,2.9615529050636296
pwcf,19300131.0,3.878946162538397,3.9033306262966425,3.918515133097919,3.923433370340674,3.927310369386394,3.928971039532957,3.897832132658399,3.811588459826444,3.709680389048924,3.5549891821312767,3.3993248745303366,3.928971039532957,3.3993248745303366
pwcf,19300228.0,3.7328580981462656,3.7328580981463744,3.7328580981463904,3.732858098146396,3.732858098146384,3.7328580981463992,3.708953869176266,3.645538012347064,3.570909571739802,3.463206955878905,3.3371206161346727,3.7328580981463992,3.3371206161346727
pwcf,19300331.0,3.678733468525197,3.6787334685251296,3.67873346852515,3.678733468525184,3.678406612045514,3.593387684626154,3.465914305215996,3.4199293093053384,3.391560410515998,3.3656106698373893,3.244291989722109,3.678733468525197,3.244291989722109
pwcf,19300430.0,3.689966660428439,3.689966660428341,3.689966660428377,3.6899666604283783,3.6899666604283823,3.6899666604283663,3.6665898923782,3.604574403544575,3.531593827576841,3.4160775410812,3.258008265144131,3.689966660428439,3.258008265144131
pwcf,19300529.0,3.615857366564467,3.6158573665644296,3.6158573665644687,3.6158573665644655,3.615857366564497,3.6158573665644766,3.590728699976488,3.5235274702122683,3.444318799433254,3.3188095256097254,3.1598489930149527,3.615857366564497,3.1598489930149527
pwcf,19300630.0,3.3106930304648925,3.3106930304648783,3.310693030464857,3.310693030464877,3.310664674720732,3.303277988515662,3.2909713133559912,3.283662325853605,3.2772979457917413,3.2688747346918845,3.1536596516312416,3.3106930304648925,3.1536596516312416
pwcf,19300731.0,3.104345972518097,3.104345972518044,3.104345972518113,3.104345972518124,3.104451956872741,3.132055047665262,3.178026692582938,3.2053245859558195,3.229092314041643,3.260543917149308,3.1587522944607254,3.260543917149308,3.104345972518044
pwcf,19300829.0,3.0480938599609324,3.0480938599610243,3.0480938599609675,3.0480938599610026,3.048093859961018,3.0906798239167985,3.1620758297850973,3.2045395060813155,3.241518398336798,3.293385901555732,3.2064315674276047,3.293385901555732,3.0480938599609324
pwcf,19300930.0,2.982662004219909,2.9826620042198786,2.9826620042198853,2.9826620042198733,2.982819788159922,3.0237498468038053,3.0920913859988644,3.1326894170457558,3.168027329483359,3.2147845239457427,3.1193153638894824,3.2147845239457427,2.9826620042198733
pwcf,19301031.0,2.600197481093994,2.60019748109396,2.6001974810939856,2.6001974810939346,2.6006051693319816,2.706094502074751,2.882328577588588,2.9869967662677315,3.078084841507607,3.1985652630500496,3.127961725032692,3.1985652630500496,2.6001974810939346
pwcf,19301129.0,2.285125908163372,2.285125908163373,2.2851259081633617,2.2851259081633746,2.2851259081633875,2.440769217876737,2.7011779474061672,2.855879510654445,2.990518071662608,3.168596089746588,3.117951607560376,3.168596089746588,2.2851259081633617
pwcf,19301231.0,2.1718071898976814,2.1718071898977094,2.1718071898977604,2.17180718989772,2.172520260607327,2.356926191196863,2.6647447802712056,2.847486966161874,3.0064815562363187,3.216683519155689,3.1753235297091744,3.216683519155689,2.1718071898976814
pwcf,19310131.0,2.4988417036049198,2.49884170360493,2.498841703604896,2.498841703604888,2.4994471401173115,2.6560012502611,2.9173940769408517,3.072583793981569,3.207598266671225,3.386028979123675,3.3298692682185984,3.386028979123675,2.498841703604888
pwcf,19310228.0,2.076535963389038,2.076535963388948,2.0765359633889635,2.076535963388975,2.0765359633889693,2.2963701504484058,2.6627506905259204,2.8801643878080814,3.0693792862136227,3.3194859618671293,3.288756155800865,3.3194859618671293,2.076535963388948
pwcf,19310331.0,1.978966662788702,1.978966662788735,1.9789666627887172,1.978966662788738,1.9789666627887288,2.206363450843075,2.5857851955561477,2.810958820399366,3.0069249487194534,3.2659704367166977,3.239580763498592,3.2659704367166977,1.978966662788702
pwcf,19310430.0,1.65402199546885,1.654021995468903,1.654021995468898,1.6540219954689073,1.654021995468868,1.9287661788208963,2.386411379553067,2.6579206586844517,2.894200577134856,3.2065385605861465,3.1992742865969768,3.2065385605861465,1.65402199546885
pwcf,19310529.0,1.1106122806338083,1.110612280633759,1.110612280633776,1.110612280633721,1.1106122806337535,1.46190256529838,2.0504666015780697,2.40010768822816,2.704522354495964,3.1070653061072755,3.132464605779248,3.132464605779248,1.110612280633721
pwcf,19310630.0,3.125947268340892,3.125947268340839,3.125947268340846,3.12594726834085,3.1259472683408527,3.125947268340844,3.125947268340829,3.125947268340836,3.125947268340844,3.1259472683408527,3.017374763436161,3.125947268340892,3.017374763436161
pwcf,19310731.0,3.1570685472914297,3.157068547291455,3.1570685472914075,3.1570685472914355,3.1570685472914475,3.1570685472914564,3.1570685472914426,3.157068547291463,3.157068547291438,3.1570685472914173,3.0476662538941266,3.157068547291463,3.0476662538941266
pwcf,19310831.0,3.1707414780936505,3.1707414780936034,3.170741478093639,3.1707414780936256,3.170741478093652,3.170741478093632,3.1707414780936265,3.170741478093633,3.1707414780936527,3.1707414780936243,3.0610747898851134,3.1707414780936527,3.0610747898851134
pwcf,19310930.0,3.455939219502377,3.455939219502444,3.4559392195024143,3.455939219502421,3.4559392195024565,3.455939219502421,3.455939219502421,3.4559392195024228,3.4559392195024503,3.412112070949412,3.149884752741134,3.4559392195024565,3.149884752741134
pwcf,19311031.0,3.7670371517803,3.7670371517803023,3.767037151780337,3.7670371517802974,3.767037151780336,3.7670371517803343,3.767037151780306,3.7670371517802814,3.767037151780332,3.726312711461899,4.2952053954554925,4.2952053954554925,3.726312711461899
pwcf,19311130.0,3.7281315506665984,3.728131550666674,3.728131550666694,3.728131550666648,3.728131550666673,3.7281315506666592,3.728131550666662,3.728131550666643,3.728131550666665,3.698728394711089,4.342850548618796,4.342850548618796,3.698728394711089
pwcf,19311231.0,4.158390488855811,4.158390488855793,4.158390488855819,4.158390488855806,4.158390488855826,4.158390488855832,4.158390488855815,4.158390488855806,4.158390488855809,4.129654571602114,4.5424015056410125,4.5424015056410125,4.129654571602114
pwcf,19320130.0,1.6318442974890748,2.090553010996575,2.8157279830108326,3.2573214700968376,3.5867051674100083,3.724704683225819,3.848962170480212,3.906554147170439,3.9515878526134736,3.936700571800383,3.668621246601144,3.9515878526134736,1.6318442974890748
pwcf,19320229.0,1.421920816352152,1.575799136643362,2.8760245116824046,3.2967416616435234,3.5014900089324605,3.567834321666204,3.6199712679897966,3.64198719791022,3.65834479915668,3.645963319600682,3.525989063844725,3.65834479915668,1.421920816352152
pwcf,19320331.0,1.0558060468994026,1.4696081200654785,2.2026307418541893,2.737030547531051,3.081327640730936,3.215445304887485,3.3322702743959973,3.385291877468451,3.426324905118112,3.448383909282979,3.355514162407903,3.448383909282979,1.0558060468994026
pwcf,19320430.0,0.5025386943197699,0.5618708154360237,0.7090454225656865,1.2099426032540377,1.924995887267981,2.2806751973297787,2.623180341558291,2.7881895744523115,2.9198623039177365,3.071597474752689,3.085151340021944,3.085151340021944,0.5025386943197699
pwcf,19320531.0,0.2772086008554439,0.3298022774616296,0.0921061750369852,0.922091214525378,1.5909864192212648,1.992147838881052,2.44418454478753,2.6792453632218685,2.8735171533068216,3.1082342608308537,3.1469521618981067,3.1469521618981067,0.0921061750369852
pwcf,19320630.0,0.3104775157956907,0.2967510223530403,0.4125504539478283,0.8727423736401216,1.7100551911118649,2.142697551230274,2.5652483805112145,2.771457043613328,2.9371150045829806,3.128313113175317,3.142489254540505,3.142489254540505,0.2967510223530403
pwcf,19320730.0,0.3046527656479855,0.2806883024550148,0.3719762483821277,0.7550417428524945,1.6403920047088447,2.1123419054486585,2.5681097813140017,2.770433962630076,2.923663646547015,3.09004520307248,3.0954595339682176,3.0954595339682176,0.2806883024550148
pwcf,19320831.0,0.3233203922091406,0.3119281601537899,0.2491260251889313,0.7528808464518496,1.5191436602755546,2.0678301699548864,2.6562278967394497,2.846295685981047,2.9520481213490943,3.0280478030226075,3.0267671947473582,3.0280478030226075,0.2491260251889313
pwcf,19320930.0,0.2029906853319854,-0.2418442039477078,0.1728904539656095,0.471477043583293,1.190334429820396,1.7563719355112664,2.43895166890532,2.803629757278694,3.038790854343884,2.9860604400046324,2.9705293067028835,3.038790854343884,-0.2418442039477078
pwcf,19321031.0,0.1775557685114172,0.0440750732080952,-0.0458736332474116,0.2757294263740842,0.8800817575656317,1.4921487521161436,2.266224354839594,2.628491582614397,2.866945154851843,2.937410041118331,2.952365428674236,2.952365428674236,-0.0458736332474116
pwcf,19321130.0,0.1063008203001972,-0.0078898443718382,0.0120925633627103,0.2047608212755774,0.8384835768212562,1.4802545523560584,2.277763422899466,2.6342461809203312,2.861306504195628,2.920785091365926,2.949824248109002,2.949824248109002,-0.0078898443718382
pwcf,19321231.0,0.1268353623176487,-0.0088196944156164,0.1120252298228595,0.1849525700059137,0.7333467553225413,1.3188544682512595,2.0774217173039498,2.471495170740194,2.7483133256343377,2.861919383773322,2.909001428700506,2.909001428700506,-0.0088196944156164
pwcf,19330131.0,0.1268194766743924,0.260477451653793,0.1339122698020896,0.1249887918462059,0.7356521742131696,1.2817749850699036,2.133920352542033,2.9592978409863533,3.5160894278511425,2.905157779340108,2.87758772974814,3.5160894278511425,0.1249887918462059
pwcf,19330228.0,0.5860909534627845,0.6199752463898431,0.6371007457306106,0.9322571081061974,2.0552495167989187,2.5659128029288345,2.969666431405244,3.0844644958936698,3.096188752882764,2.873648282493685,2.8824967651095887,3.096188752882764,0.5860909534627845
